truck_make,truck_model,truck_year,license_plate,color,fuel_type,transmission,weight_capacity,length,width,height,purchase_date,sale_date,status
Chevrolet,Suburban 1500,2012,DEF789,Maroon,Electric,Automatic,3346,296,72,73,4/27/2017,3/8/2004,Active
Toyota,Solara,2006,ABC123,Aquamarine,Diesel,Manual,2435,224,55,66,2/18/2013,11/3/2003,Active
Saab,9000,1997,ABC123,Puce,Electric,Automatic,1302,129,57,64,2/18/2017,10/11/2003,Active
Mercury,Mountaineer,1998,XYZ456,Fuscia,Electric,Automatic,8651,104,60,81,7/18/2013,3/19/2004,Active
Toyota,Land Cruiser,2011,DEF789,Yellow,Electric,Manual,5671,107,60,95,11/16/2014,11/2/2000,Active
Fillmore,Fillmore,1960,DEF789,Crimson,Diesel,Automatic,8159,139,62,73,1/16/2004,3/13/2007,Active
Jaguar,XK,2009,DEF789,Aquamarine,Gasoline,Automatic,2201,232,74,94,12/16/2022,5/11/2012,Inactive
Subaru,Impreza WRX,2011,DEF789,Mauv,Gasoline,Automatic,8047,106,73,69,11/17/2008,3/17/2017,Active
BMW,7 Series,1999,XYZ456,Aquamarine,Diesel,Automatic,8638,133,85,93,12/5/2009,12/17/2016,Inactive
Infiniti,G37,2011,DEF789,Blue,Electric,Automatic,8371,139,89,87,11/18/2022,5/12/2012,Active
Mercedes-Benz,CL-Class,2007,XYZ456,Aquamarine,Gasoline,Manual,1104,263,72,97,10/31/2015,4/7/2007,Inactive
Chevrolet,Malibu,2003,ABC123,Fuscia,Gasoline,Manual,9156,236,69,62,2/13/2000,7/30/2015,Inactive
BMW,X3,2005,DEF789,Yellow,Electric,Manual,9257,210,52,54,11/1/2014,8/29/2022,Active
Land Rover,Discovery,2011,XYZ456,Turquoise,Electric,Automatic,8299,238,63,77,9/25/2002,11/20/2004,Active
Dodge,Stratus,2004,ABC123,Purple,Electric,Automatic,3446,295,87,58,9/15/2000,1/24/2004,Active
Spyker,C8 Laviolette,2004,XYZ456,Blue,Electric,Manual,6534,219,90,70,8/6/2014,7/13/2011,Active
Land Rover,Discovery,1998,XYZ456,Mauv,Gasoline,Manual,8876,152,69,82,3/12/2012,8/9/2019,Active
Volvo,S40,2002,ABC123,Puce,Gasoline,Manual,1558,160,99,75,9/14/2002,10/27/2008,Active
Chevrolet,Camaro,1981,DEF789,Purple,Gasoline,Automatic,9494,122,68,98,4/11/2010,7/16/2003,Inactive
Suzuki,SJ,1995,DEF789,Green,Diesel,Automatic,4445,180,88,56,2/9/2013,1/27/2007,Active
Honda,Prelude,1984,DEF789,Crimson,Diesel,Automatic,2478,129,66,58,10/5/2012,6/24/2014,Active
Mitsubishi,Outlander,2010,ABC123,Green,Gasoline,Automatic,8653,133,55,96,6/13/2008,7/15/2021,Active
Hyundai,Excel,1994,DEF789,Puce,Diesel,Manual,8820,265,80,84,7/15/2010,7/20/2016,Active
Nissan,Versa,2011,ABC123,Indigo,Electric,Automatic,6749,168,88,83,7/2/2010,12/3/2009,Inactive
Jaguar,XF,2009,DEF789,Teal,Electric,Automatic,6827,181,77,68,10/24/2013,11/26/2015,Inactive
Land Rover,Freelander,2002,XYZ456,Goldenrod,Electric,Automatic,1281,173,67,63,7/8/2021,12/15/2014,Active
Dodge,Daytona,1993,DEF789,Indigo,Gasoline,Automatic,2503,149,91,86,1/11/2011,6/13/2018,Active
BMW,X5,2013,XYZ456,Goldenrod,Diesel,Manual,8944,144,59,62,9/28/2022,7/30/2012,Active
Hyundai,Santa Fe,2005,ABC123,Pink,Electric,Automatic,3268,189,92,75,3/10/2021,10/23/2005,Inactive
GMC,Envoy,2009,DEF789,Orange,Diesel,Automatic,2276,171,76,81,2/20/2014,11/21/2000,Active
Chevrolet,Camaro,1970,ABC123,Purple,Electric,Automatic,4664,299,61,73,4/18/2019,3/9/2010,Active
Pontiac,Firebird,2001,ABC123,Fuscia,Electric,Manual,1727,136,70,100,9/26/2006,8/18/2021,Inactive
Mercedes-Benz,GL-Class,2011,DEF789,Mauv,Electric,Automatic,5075,196,56,71,10/3/2009,12/8/2020,Inactive
Toyota,Land Cruiser,2008,ABC123,Mauv,Gasoline,Automatic,7076,166,98,94,1/22/2003,3/30/2011,Active
Land Rover,Freelander,2009,DEF789,Goldenrod,Electric,Manual,4407,130,81,76,2/4/2002,2/14/2013,Inactive
Volkswagen,Touareg,2009,XYZ456,Red,Electric,Automatic,6218,293,66,69,9/24/2007,1/2/2017,Inactive
Suzuki,Daewoo Magnus,2006,XYZ456,Crimson,Diesel,Automatic,4057,114,68,55,1/13/2000,11/19/2002,Active
Mercedes-Benz,E-Class,1997,ABC123,Goldenrod,Diesel,Automatic,5526,141,99,100,11/2/2006,6/29/2004,Active
Nissan,Sentra,2004,DEF789,Pink,Diesel,Manual,1139,105,86,74,8/14/2010,1/9/2020,Active
Ford,Econoline E350,1996,ABC123,Khaki,Diesel,Manual,7613,254,80,65,3/9/2016,12/24/2009,Active
Oldsmobile,Bravada,1997,ABC123,Teal,Gasoline,Automatic,5738,269,92,95,12/26/2014,11/5/2012,Active
Cadillac,DTS,2010,ABC123,Mauv,Diesel,Manual,6584,278,76,76,12/24/2008,2/17/2009,Active
Mazda,B-Series Plus,1994,ABC123,Green,Gasoline,Manual,3409,192,59,95,3/21/2002,11/18/2003,Inactive
Nissan,Rogue,2011,DEF789,Violet,Gasoline,Automatic,2432,214,99,69,10/31/2009,3/17/2008,Active
Ford,Club Wagon,1993,ABC123,Blue,Electric,Automatic,7421,108,98,69,1/3/2009,8/4/2018,Inactive
Toyota,Echo,2002,XYZ456,Pink,Diesel,Automatic,1776,113,70,84,1/18/2000,11/7/2009,Active
Mercedes-Benz,300SD,1993,XYZ456,Mauv,Diesel,Automatic,8985,180,53,73,8/5/2001,1/10/2004,Active
Mazda,Mazda5,2012,ABC123,Fuscia,Gasoline,Manual,3935,174,77,63,2/17/2017,3/11/2011,Active
Dodge,Ram 50,1992,ABC123,Red,Diesel,Automatic,5366,265,57,67,7/5/2016,6/15/2022,Active
Chevrolet,Tahoe,2010,DEF789,Mauv,Gasoline,Automatic,5662,243,58,71,8/18/2014,1/6/2012,Active
Acura,NSX,1997,DEF789,Mauv,Diesel,Automatic,9782,239,99,65,9/29/2010,3/6/2010,Active
GMC,Canyon,2012,ABC123,Turquoise,Diesel,Manual,5689,162,55,63,2/2/2000,9/26/2000,Active
Pontiac,Sunfire,1999,ABC123,Orange,Electric,Automatic,6056,143,72,75,10/11/2002,8/3/2007,Active
Mercedes-Benz,SL-Class,2011,XYZ456,Yellow,Gasoline,Manual,7256,225,72,94,9/3/2009,11/4/2015,Active
Chevrolet,Suburban 1500,2004,XYZ456,Fuscia,Electric,Manual,8169,136,78,69,6/9/2006,2/13/2022,Inactive
Nissan,Pathfinder,2005,DEF789,Aquamarine,Gasoline,Automatic,7624,260,89,57,11/25/2009,5/22/2021,Active
Suzuki,Esteem,1998,DEF789,Blue,Electric,Manual,8490,176,70,70,6/10/2001,1/14/2008,Active
Porsche,Boxster,2002,DEF789,Crimson,Gasoline,Manual,4624,250,71,72,7/1/2015,9/2/2004,Active
GMC,Vandura 2500,1993,DEF789,Puce,Gasoline,Automatic,2206,172,51,71,11/18/2001,7/21/2007,Active
GMC,Sierra 2500,2005,DEF789,Goldenrod,Electric,Manual,7779,205,96,55,3/23/2010,2/3/2008,Inactive
Toyota,Supra,1997,XYZ456,Blue,Gasoline,Automatic,3589,273,80,63,11/24/2007,8/20/2007,Active
Honda,Passport,1997,DEF789,Fuscia,Diesel,Automatic,3789,180,63,59,10/21/2002,7/8/2003,Inactive
Ford,EXP,1984,DEF789,Puce,Gasoline,Automatic,6559,217,55,99,2/15/2021,3/5/2015,Inactive
Honda,Ridgeline,2011,DEF789,Purple,Electric,Automatic,4974,150,57,65,2/26/2011,3/19/2000,Inactive
BMW,5 Series,2011,ABC123,Turquoise,Gasoline,Automatic,5042,168,82,79,8/30/2008,10/9/2008,Active
Buick,Skylark,1987,ABC123,Violet,Diesel,Automatic,9005,156,74,70,7/5/2010,4/2/2019,Active
Kia,Rio5,2008,ABC123,Aquamarine,Gasoline,Automatic,9645,134,66,72,9/2/2009,8/11/2009,Inactive
Mitsubishi,Galant,1987,XYZ456,Aquamarine,Gasoline,Automatic,5832,164,68,90,3/30/2008,1/22/2020,Inactive
Hyundai,Excel,1994,DEF789,Khaki,Gasoline,Automatic,4826,157,57,82,7/13/2002,1/6/2018,Active
Chevrolet,Metro,1998,ABC123,Mauv,Electric,Manual,4227,198,87,71,3/10/2011,6/2/2000,Active
Pontiac,1000,1986,XYZ456,Khaki,Gasoline,Manual,5840,291,85,94,5/5/2013,10/10/2002,Active
Dodge,Ram Wagon B250,1992,ABC123,Goldenrod,Diesel,Manual,3473,130,69,50,12/14/2005,12/23/2015,Active
Mazda,CX-9,2008,XYZ456,Purple,Electric,Manual,4708,274,77,65,12/27/2004,1/1/2013,Active
Land Rover,Discovery,2004,XYZ456,Teal,Electric,Automatic,9844,255,86,67,8/17/2017,11/11/2007,Active
Ford,Transit Connect,2012,DEF789,Green,Diesel,Automatic,1858,177,99,78,8/29/2005,10/16/2020,Inactive
Toyota,4Runner,2012,DEF789,Purple,Gasoline,Manual,2099,158,74,92,9/8/2020,6/28/2004,Inactive
Jeep,Compass,2012,ABC123,Purple,Diesel,Automatic,5196,225,71,86,12/19/2020,12/18/2019,Active
Porsche,911,2008,XYZ456,Indigo,Electric,Automatic,7707,176,59,71,10/30/2006,3/29/2002,Inactive
Suzuki,Grand Vitara,2010,ABC123,Yellow,Gasoline,Automatic,2378,147,64,80,7/10/2019,6/22/2017,Active
Mercury,Topaz,1984,DEF789,Green,Diesel,Automatic,8707,140,71,55,2/24/2021,1/29/2013,Active
Land Rover,Sterling,1991,DEF789,Yellow,Electric,Manual,8352,227,63,65,5/4/2010,3/4/2001,Active
Chevrolet,Suburban 1500,1997,XYZ456,Red,Electric,Automatic,6232,148,98,63,2/17/2002,10/26/2003,Active
Chevrolet,G-Series 2500,1997,DEF789,Crimson,Electric,Manual,7558,136,66,89,12/26/2019,2/22/2004,Inactive
Honda,Accord,1995,XYZ456,Indigo,Diesel,Automatic,4841,249,71,88,6/1/2021,1/6/2007,Active
Toyota,MR2,1995,XYZ456,Maroon,Electric,Manual,4412,267,98,99,1/22/2012,11/8/2015,Active
Toyota,Land Cruiser,2010,DEF789,Blue,Gasoline,Automatic,7682,111,65,63,3/19/2005,9/3/2009,Inactive
Volkswagen,Passat,2007,ABC123,Purple,Electric,Automatic,3025,205,64,91,7/12/2013,12/13/2001,Active
Ford,Lightning,1994,DEF789,Red,Gasoline,Automatic,3221,287,62,66,5/16/2005,6/3/2021,Active
Chevrolet,Vega,1971,DEF789,Teal,Gasoline,Manual,4894,136,53,93,4/17/2014,3/24/2019,Active
Buick,Regal,1990,ABC123,Aquamarine,Electric,Automatic,6360,175,100,53,6/1/2008,7/4/2003,Active
Volkswagen,New Beetle,2005,XYZ456,Indigo,Gasoline,Manual,7420,132,75,69,3/27/2014,1/5/2016,Active
Ford,Econoline E150,2001,DEF789,Maroon,Diesel,Automatic,8350,230,81,68,4/1/2019,4/24/2018,Active
Acura,RSX,2006,ABC123,Puce,Diesel,Automatic,6645,107,61,50,2/3/2002,2/5/2013,Active
Mercury,Cougar,2000,DEF789,Green,Gasoline,Automatic,1843,285,85,64,8/18/2020,6/21/2014,Active
Toyota,Tundra,2007,XYZ456,Teal,Diesel,Automatic,8357,161,89,53,4/29/2020,5/29/2016,Active
Isuzu,Impulse,1992,XYZ456,Pink,Diesel,Automatic,8163,108,98,52,7/4/2014,1/30/2008,Active
Volvo,S60,2010,ABC123,Red,Electric,Manual,8564,251,53,57,8/27/2019,12/27/2008,Active
Cadillac,Catera,1997,DEF789,Puce,Electric,Automatic,7418,144,79,72,11/6/2013,7/8/2021,Active
Ford,Club Wagon,1995,XYZ456,Crimson,Electric,Automatic,1015,247,50,71,11/27/2004,12/11/2017,Active
Volvo,S80,2001,ABC123,Indigo,Gasoline,Manual,8109,171,63,68,9/22/2005,3/21/2004,Active
Mercedes-Benz,S-Class,1994,DEF789,Green,Electric,Automatic,8507,140,61,71,9/16/2020,11/20/2005,Active
Mitsubishi,Eclipse,1990,ABC123,Purple,Gasoline,Automatic,1764,244,85,86,11/21/2001,4/27/2014,Active
Jaguar,XJ Series,1998,DEF789,Goldenrod,Diesel,Manual,1200,226,81,63,3/11/2004,7/6/2010,Active
Chevrolet,Corsica,1992,XYZ456,Yellow,Diesel,Automatic,7058,250,57,88,4/7/2001,10/5/2008,Inactive
Cadillac,DTS,2006,DEF789,Purple,Gasoline,Automatic,3323,153,65,65,2/20/2010,3/8/2014,Active
Honda,Odyssey,2009,DEF789,Turquoise,Gasoline,Manual,8366,145,77,68,7/4/2009,8/23/2020,Active
Buick,Skyhawk,1986,ABC123,Puce,Diesel,Manual,9126,144,93,73,1/23/2021,3/9/2012,Inactive
Infiniti,Q,2000,DEF789,Violet,Diesel,Manual,4049,165,51,93,10/18/2013,8/12/2005,Inactive
Plymouth,Breeze,1997,XYZ456,Violet,Electric,Automatic,1389,233,67,97,11/19/2001,2/1/2008,Inactive
Subaru,SVX,1995,XYZ456,Fuscia,Gasoline,Automatic,4056,194,59,67,8/20/2020,4/2/2018,Inactive
Mazda,626,1991,XYZ456,Crimson,Gasoline,Manual,5920,114,83,85,1/29/2022,3/28/2009,Active
Volvo,S40,2010,DEF789,Red,Diesel,Automatic,2603,213,89,77,7/30/2000,9/19/2010,Active
Honda,Odyssey,2011,XYZ456,Purple,Electric,Manual,4705,220,69,100,8/21/2008,5/26/2002,Inactive
Mercury,Grand Marquis,2000,XYZ456,Aquamarine,Gasoline,Manual,4825,143,71,50,4/24/2010,8/20/2001,Inactive
Acura,TSX,2008,XYZ456,Mauv,Gasoline,Manual,6668,168,65,83,11/7/2003,7/4/2012,Active
Maserati,Gran Sport,2006,ABC123,Purple,Electric,Manual,3191,107,97,92,11/12/2011,7/26/2019,Active
Mazda,RX-7,1991,ABC123,Goldenrod,Electric,Automatic,5741,234,57,95,5/8/2003,3/10/2021,Inactive
Mitsubishi,Montero,2004,ABC123,Pink,Gasoline,Automatic,7253,144,58,54,3/19/2004,11/1/2015,Inactive
Mitsubishi,Lancer,2007,XYZ456,Goldenrod,Electric,Automatic,2775,121,80,62,6/8/2003,12/9/2020,Inactive
Mazda,626,1995,XYZ456,Red,Gasoline,Automatic,7595,113,71,77,10/12/2014,7/31/2017,Active
Mercedes-Benz,GL-Class,2008,DEF789,Violet,Gasoline,Manual,8123,255,50,67,3/3/2021,2/8/2000,Active
Ford,Mustang,2013,DEF789,Aquamarine,Diesel,Automatic,6143,254,53,81,6/24/2020,2/17/2010,Active
Dodge,Ram Van B350,1994,ABC123,Khaki,Diesel,Automatic,1810,101,54,92,12/17/2018,10/21/2016,Active
Cadillac,Seville,2003,XYZ456,Green,Electric,Manual,7546,227,96,61,3/3/2007,6/30/2011,Active
Suzuki,Forenza,2006,DEF789,Puce,Gasoline,Manual,6249,282,53,71,7/20/2015,12/26/2004,Inactive
Subaru,Alcyone SVX,1997,XYZ456,Turquoise,Diesel,Automatic,2462,116,91,92,3/27/2018,7/10/2009,Active
Pontiac,G8,2009,XYZ456,Teal,Gasoline,Automatic,2906,180,92,75,1/18/2012,8/6/2002,Active
Chrysler,LHS,1995,DEF789,Crimson,Diesel,Manual,6993,211,97,85,12/12/2001,9/23/2012,Active
BMW,645,2005,DEF789,Green,Electric,Automatic,9651,298,81,62,9/9/2005,12/29/2022,Active
Pontiac,Grand Prix,2005,XYZ456,Green,Diesel,Automatic,2822,128,52,56,4/9/2012,7/9/2003,Inactive
Mazda,Navajo,1991,DEF789,Indigo,Electric,Automatic,4619,228,52,53,4/16/2004,1/15/2005,Inactive
Ford,Edge,2008,XYZ456,Purple,Gasoline,Manual,8303,177,63,85,2/7/2005,8/15/2000,Active
Chevrolet,Tahoe,2010,ABC123,Mauv,Electric,Automatic,3888,154,72,54,5/28/2003,12/14/2005,Inactive
Pontiac,GTO,1969,XYZ456,Crimson,Electric,Manual,1782,201,94,97,5/4/2021,1/30/2002,Active
Volkswagen,Eurovan,1997,DEF789,Mauv,Gasoline,Automatic,9109,135,64,90,7/29/2001,5/29/2001,Active
Pontiac,Bonneville,1965,DEF789,Mauv,Electric,Manual,6259,270,52,77,12/21/2006,10/8/2001,Active
Dodge,Ram,2003,ABC123,Blue,Electric,Automatic,5076,117,78,61,6/20/2020,8/26/2016,Active
Porsche,Boxster,1999,XYZ456,Goldenrod,Electric,Automatic,2924,254,67,74,12/30/2019,2/4/2007,Active
Toyota,Camry,1999,ABC123,Indigo,Gasoline,Manual,3518,127,50,53,4/6/2000,9/13/2015,Inactive
Lotus,Elise,2007,ABC123,Yellow,Gasoline,Automatic,2151,272,67,88,2/9/2019,6/27/2014,Inactive
Lincoln,Town Car,1994,ABC123,Goldenrod,Gasoline,Manual,8849,272,94,78,3/21/2000,7/24/2013,Inactive
BMW,7 Series,2003,XYZ456,Fuscia,Diesel,Manual,3876,292,74,88,12/24/2011,1/14/2018,Inactive
Volkswagen,New Beetle,2006,ABC123,Mauv,Diesel,Automatic,1627,113,74,71,3/1/2005,12/27/2004,Active
Pontiac,Firefly,1995,ABC123,Khaki,Electric,Manual,7782,145,92,92,12/16/2021,10/1/2002,Inactive
Nissan,Sentra,2008,ABC123,Blue,Gasoline,Manual,2052,237,93,87,8/4/2019,1/1/2011,Inactive
Toyota,Venza,2010,DEF789,Indigo,Diesel,Automatic,5645,260,64,51,3/16/2006,2/4/2017,Active
Smart,Fortwo,2011,XYZ456,Blue,Gasoline,Automatic,7654,206,65,91,5/22/2017,8/4/2011,Active
Land Rover,Range Rover Sport,2010,DEF789,Indigo,Electric,Manual,6483,244,91,81,1/22/2006,6/2/2001,Inactive
Mercedes-Benz,300SL,1992,ABC123,Puce,Diesel,Manual,9634,207,85,56,6/26/2001,7/14/2017,Active
Acura,TL,2003,DEF789,Indigo,Diesel,Manual,1006,266,88,93,5/29/2002,4/26/2005,Inactive
Mazda,Miata MX-5,1992,XYZ456,Blue,Diesel,Automatic,8992,278,65,95,11/24/2007,1/18/2007,Active
Mazda,B-Series,2003,XYZ456,Aquamarine,Gasoline,Automatic,9886,125,94,99,2/26/2010,11/18/2007,Inactive
Honda,S2000,2007,XYZ456,Aquamarine,Diesel,Manual,3261,125,60,52,12/26/2014,2/15/2017,Active
Mitsubishi,Lancer Evolution,2004,DEF789,Puce,Diesel,Manual,9711,109,57,76,12/23/2013,8/4/2002,Active
Mercury,Mountaineer,2007,XYZ456,Purple,Electric,Automatic,5771,154,51,63,1/21/2015,8/2/2017,Inactive
Buick,Park Avenue,1998,ABC123,Yellow,Diesel,Manual,9988,161,57,60,12/17/2006,5/28/2006,Active
Ford,Escort,2002,DEF789,Pink,Electric,Automatic,4415,208,94,78,2/19/2014,4/21/2018,Inactive
Dodge,Charger,1999,XYZ456,Maroon,Diesel,Manual,1178,272,66,58,5/19/2013,1/8/2007,Active
Chevrolet,Corvette,2000,ABC123,Red,Diesel,Manual,7000,237,78,57,4/24/2005,2/5/2009,Active
Nissan,Altima,2002,XYZ456,Khaki,Electric,Manual,8479,147,56,82,4/19/2003,8/12/2007,Inactive
Ferrari,458 Italia,2011,XYZ456,Indigo,Diesel,Automatic,3237,196,55,59,12/19/2015,8/24/2009,Active
Pontiac,G8,2009,XYZ456,Aquamarine,Diesel,Automatic,8611,236,53,86,8/28/2007,9/18/2012,Active
Chevrolet,Express 2500,2006,XYZ456,Blue,Gasoline,Manual,5743,151,61,81,6/4/2021,11/8/2009,Active
Chevrolet,TrailBlazer,2009,DEF789,Violet,Diesel,Manual,9604,282,75,96,7/10/2011,3/15/2000,Active
Mazda,MX-5,1997,XYZ456,Aquamarine,Gasoline,Manual,9420,285,76,100,6/14/2000,3/3/2012,Active
Chevrolet,Camaro,1968,DEF789,Pink,Electric,Automatic,6700,132,60,54,3/8/2007,5/2/2019,Inactive
Kia,Rio,2001,DEF789,Fuscia,Diesel,Automatic,9254,119,95,98,10/23/2009,10/6/2016,Active
Mercedes-Benz,S-Class,2004,XYZ456,Blue,Diesel,Automatic,2042,175,88,77,8/10/2007,3/2/2006,Active
Buick,Skyhawk,1989,ABC123,Khaki,Diesel,Manual,5283,206,66,76,11/25/2012,1/7/2017,Active
Pontiac,Solstice,2007,XYZ456,Khaki,Electric,Automatic,7722,149,99,53,10/5/2019,11/19/2001,Active
Jaguar,XF,2012,ABC123,Indigo,Electric,Automatic,2270,136,70,91,5/25/2014,5/21/2009,Active
Ford,F-Series,2008,DEF789,Fuscia,Gasoline,Manual,8222,141,96,72,6/5/2003,4/4/2017,Inactive
Honda,Passport,1994,DEF789,Red,Diesel,Manual,7991,209,64,81,10/13/2017,12/16/2014,Inactive
Lexus,LS,2000,ABC123,Crimson,Diesel,Automatic,6781,202,90,77,6/25/2016,11/12/2009,Active
Honda,Civic,1991,ABC123,Teal,Electric,Automatic,8861,208,55,75,6/21/2006,9/18/2021,Inactive
BMW,5 Series,2000,ABC123,Violet,Gasoline,Manual,3324,169,80,64,8/2/2018,6/14/2004,Active
Dodge,Avenger,1996,ABC123,Maroon,Diesel,Automatic,5482,125,57,72,6/21/2012,5/13/2005,Inactive
Suzuki,Grand Vitara,2005,DEF789,Green,Electric,Manual,1107,185,60,82,2/9/2015,4/7/2004,Active
Pontiac,Bonneville,2001,ABC123,Puce,Gasoline,Manual,2645,208,74,53,5/23/2018,9/10/2015,Active
GMC,Savana 2500,1999,ABC123,Teal,Diesel,Automatic,4108,217,55,79,1/19/2013,11/22/2019,Active
Mercury,Grand Marquis,2009,XYZ456,Violet,Electric,Automatic,4217,242,75,52,4/26/2004,1/4/2021,Active
GMC,Sonoma Club Coupe,1998,DEF789,Khaki,Gasoline,Manual,4339,168,89,53,8/8/2002,7/31/2011,Active
Buick,Rendezvous,2002,DEF789,Goldenrod,Diesel,Manual,5348,156,50,63,6/18/2004,7/16/2016,Inactive
Chevrolet,Suburban 2500,2011,DEF789,Indigo,Diesel,Manual,9549,251,70,70,3/4/2014,5/28/2000,Active
Dodge,Viper,1996,DEF789,Turquoise,Gasoline,Manual,4775,102,53,86,11/20/2021,1/12/2016,Active
Cadillac,Allante,1992,ABC123,Violet,Electric,Automatic,3562,223,68,73,3/13/2022,10/14/2003,Inactive
BMW,3 Series,2007,DEF789,Yellow,Electric,Manual,4675,176,89,52,10/26/2006,3/4/2012,Active
GMC,Savana,2008,DEF789,Teal,Diesel,Automatic,9515,103,80,69,1/20/2019,12/30/2020,Inactive
Jeep,Liberty,2012,XYZ456,Violet,Gasoline,Automatic,9457,190,75,66,11/24/2012,12/1/2022,Active
Honda,Accord,1989,XYZ456,Pink,Diesel,Automatic,7818,242,100,77,10/22/2013,6/2/2016,Active
Dodge,Ram 2500,2008,ABC123,Fuscia,Electric,Automatic,1663,135,97,57,8/21/2014,7/15/2016,Active
Lexus,IS,2002,XYZ456,Goldenrod,Gasoline,Manual,3669,205,93,88,1/29/2005,2/20/2011,Active
Chevrolet,Suburban 1500,2012,DEF789,Maroon,Gasoline,Manual,6192,277,79,75,7/6/2019,3/4/2007,Active
Pontiac,Torrent,2006,ABC123,Indigo,Diesel,Automatic,7315,220,96,93,8/26/2009,7/10/2000,Inactive
Chevrolet,Express 3500,1999,XYZ456,Violet,Gasoline,Automatic,7146,236,81,80,12/22/2013,2/23/2010,Active
Hummer,H1,2000,DEF789,Green,Electric,Manual,6837,157,78,92,7/11/2007,5/19/2000,Active
Suzuki,Grand Vitara,2005,DEF789,Mauv,Diesel,Automatic,6138,286,60,59,11/10/2010,10/10/2022,Inactive
Toyota,Camry,2003,ABC123,Aquamarine,Gasoline,Manual,3455,137,73,88,1/10/2010,7/29/2007,Active
Toyota,Tacoma,2004,DEF789,Aquamarine,Electric,Manual,4290,251,83,53,1/21/2007,10/27/2018,Inactive
Volvo,S60,2011,DEF789,Pink,Gasoline,Automatic,7566,248,71,60,5/21/2011,6/20/2003,Inactive
Lotus,Esprit,2004,DEF789,Yellow,Electric,Automatic,9667,166,95,55,5/10/2013,1/20/2007,Active
Ford,Escape,2007,DEF789,Khaki,Diesel,Automatic,7192,206,79,64,4/22/2019,11/25/2012,Active
Audi,R8,2008,DEF789,Aquamarine,Gasoline,Automatic,6160,251,86,98,12/24/2016,6/20/2014,Inactive
Suzuki,Grand Vitara,2001,ABC123,Orange,Gasoline,Automatic,5111,161,50,63,5/30/2010,3/4/2011,Inactive
Mitsubishi,Mighty Max,1995,ABC123,Mauv,Diesel,Automatic,4617,194,97,64,9/6/2016,11/29/2013,Active
Mitsubishi,Precis,1992,DEF789,Red,Diesel,Manual,5923,199,56,91,5/24/2015,8/17/2015,Active
Dodge,Daytona,1993,ABC123,Mauv,Electric,Manual,3046,207,97,88,8/27/2016,12/22/2001,Inactive
Audi,A5,2011,XYZ456,Orange,Electric,Manual,3757,255,69,75,11/20/2015,7/12/2016,Active
Pontiac,Firefly,1991,DEF789,Green,Gasoline,Automatic,1711,126,78,73,1/4/2005,3/3/2014,Inactive
Hyundai,Genesis,2012,XYZ456,Violet,Electric,Manual,1248,134,92,74,8/22/2008,7/1/2007,Active
Infiniti,EX,2012,DEF789,Fuscia,Electric,Manual,2056,283,80,81,5/22/2001,8/27/2006,Active
GMC,Acadia,2009,DEF789,Yellow,Diesel,Manual,9526,224,68,65,1/26/2006,2/27/2016,Active
Buick,Park Avenue,1991,XYZ456,Aquamarine,Diesel,Automatic,4571,177,54,89,3/3/2011,1/1/2002,Active
Subaru,Alcyone SVX,1993,ABC123,Orange,Gasoline,Manual,4076,195,58,70,1/2/2019,2/6/2017,Active
Chevrolet,Silverado 3500,2005,XYZ456,Yellow,Diesel,Manual,1593,277,99,57,11/24/2004,8/23/2014,Active
Pontiac,Bonneville,2004,DEF789,Green,Diesel,Automatic,1003,218,80,56,3/11/2006,12/13/2007,Active
BMW,Z3,1998,DEF789,Red,Gasoline,Manual,1513,199,67,55,4/28/2009,8/2/2016,Active
Ford,GT,2006,DEF789,Green,Gasoline,Automatic,3973,253,63,81,12/22/2012,1/11/2006,Active
Lincoln,LS,2004,DEF789,Violet,Diesel,Automatic,9980,251,77,100,8/24/2012,3/13/2015,Active
Volkswagen,Corrado,1993,DEF789,Pink,Gasoline,Manual,8357,117,87,80,5/30/2006,3/5/2003,Active
Cadillac,Eldorado,2002,ABC123,Puce,Electric,Automatic,4920,203,50,80,3/23/2019,6/19/2016,Active
Mazda,Navajo,1994,XYZ456,Aquamarine,Electric,Automatic,5185,275,60,74,9/15/2016,11/2/2004,Inactive
Honda,S2000,2002,DEF789,Green,Gasoline,Automatic,8267,140,83,90,4/15/2009,5/25/2010,Active
Austin,Mini Cooper S,1963,XYZ456,Aquamarine,Electric,Manual,2422,267,51,53,5/28/2020,5/30/2006,Active
Plymouth,Colt Vista,1992,DEF789,Goldenrod,Gasoline,Manual,2482,256,96,97,9/1/2019,5/2/2003,Active
Chevrolet,TrailBlazer,2005,ABC123,Aquamarine,Gasoline,Automatic,8199,206,56,72,4/9/2006,2/16/2011,Inactive
Hyundai,Santa Fe,2002,DEF789,Aquamarine,Electric,Manual,2452,217,88,91,1/25/2016,6/1/2012,Inactive
Honda,Accord,1992,XYZ456,Pink,Gasoline,Manual,4906,280,57,58,3/20/2022,9/9/2020,Active
Lexus,HS,2011,DEF789,Green,Diesel,Manual,4604,186,80,97,7/26/2009,9/6/2013,Active
Lincoln,Navigator,2003,XYZ456,Violet,Diesel,Automatic,8355,126,71,62,6/19/2006,6/19/2010,Inactive
Buick,Regal,1989,DEF789,Violet,Electric,Automatic,3993,128,84,75,2/21/2008,2/15/2020,Active
